confCase,confCaseRate,createDt,criticalRate,death,deathRate,gubun,seq,updateDt
1610,12.94,2020-06-22 11:40:53.53,2.48,40,14.29,60-69,1558,null
830,6.67,2020-06-22 11:40:53.53,9.76,81,28.93,70-79,1557,null
548,4.41,2020-06-22 11:40:53.53,25.36,139,49.64,80 이상,1556,null
7159,57.56,2020-06-22 11:40:53.53,1.82,130,46.43,여성,1555,null
5279,42.44,2020-06-22 11:40:53.53,2.84,150,53.57,남성,1554,null
177,1.43,2020-06-21 10:12:25.25,0,0,0.00,0-9,1542,null
691,5.56,2020-06-21 10:12:25.25,0,0,0.00,10-19,1541,null
3299,26.56,2020-06-21 10:12:25.25,0,0,0.00,20-29,1540,null
1416,11.4,2020-06-21 10:12:25.25,0.14,2,0.71,30-39,1539,null
1623,13.07,2020-06-21 10:12:25.25,0.18,3,1.07,40-49,1538,null
2230,17.95,2020-06-21 10:12:25.25,0.67,15,5.36,50-59,1537,null
1608,12.95,2020-06-21 10:12:25.25,2.49,40,14.29,60-69,1536,null
829,6.67,2020-06-21 10:12:25.25,9.77,81,28.93,70-79,1535,null
548,4.41,2020-06-21 10:12:25.25,25.36,139,49.64,80 이상,1534,null
7151,57.57,2020-06-21 10:12:25.25,1.82,130,46.43,여성,1533,null
5270,42.43,2020-06-21 10:12:25.25,2.85,150,53.57,남성,1532,null
177,1.43,2020-06-20 10:15:12.12,0,0,0.00,0-9,1520,null
690,5.58,2020-06-20 10:15:12.12,0,0,0.00,10-19,1519,null
3294,26.62,2020-06-20 10:15:12.12,0,0,0.00,20-29,1518,null
1406,11.36,2020-06-20 10:15:12.12,0.14,2,0.71,30-39,1517,null
1618,13.08,2020-06-20 10:15:12.12,0.19,3,1.07,40-49,1516,null
2222,17.96,2020-06-20 10:15:12.12,0.68,15,5.36,50-59,1515,null
1598,12.92,2020-06-20 10:15:12.12,2.5,40,14.29,60-69,1514,null
823,6.65,2020-06-20 10:15:12.12,9.84,81,28.93,70-79,1513,null
545,4.4,2020-06-20 10:15:12.12,25.5,139,49.64,80 이상,1512,null
7128,57.61,2020-06-20 10:15:12.12,1.82,130,46.43,여성,1511,null
5245,42.39,2020-06-20 10:15:12.12,2.86,150,53.57,남성,1510,null
175,1.42,2020-06-19 10:33:09.09,0,0,0.00,0-9,1498,null
686,5.57,2020-06-19 10:33:09.09,0,0,0.00,10-19,1497,null
3285,26.69,2020-06-19 10:33:09.09,0,0,0.00,20-29,1496,null
1393,11.32,2020-06-19 10:33:09.09,0.14,2,0.71,30-39,1495,null
1610,13.08,2020-06-19 10:33:09.09,0.19,3,1.07,40-49,1494,null
2210,17.96,2020-06-19 10:33:09.09,0.68,15,5.36,50-59,1493,null
1585,12.88,2020-06-19 10:33:09.09,2.52,40,14.29,60-69,1492,null
820,6.66,2020-06-19 10:33:09.09,9.88,81,28.93,70-79,1491,null
542,4.4,2020-06-19 10:33:09.09,25.65,139,49.64,80 이상,1490,null
7100,57.7,2020-06-19 10:33:09.09,1.83,130,46.43,여성,1489,null
5206,42.3,2020-06-19 10:33:09.09,2.88,150,53.57,남성,1488,null
175,1.43,2020-06-18 10:13:40.40,0,0,0.00,0-9,1476,null
684,5.58,2020-06-18 10:13:40.40,0,0,0.00,10-19,1475,null
3277,26.74,2020-06-18 10:13:40.40,0,0,0.00,20-29,1474,null
1384,11.29,2020-06-18 10:13:40.40,0.14,2,0.71,30-39,1473,null
1607,13.11,2020-06-18 10:13:40.40,0.19,3,1.07,40-49,1472,null
2198,17.93,2020-06-18 10:13:40.40,0.68,15,5.36,50-59,1471,null
1574,12.84,2020-06-18 10:13:40.40,2.54,40,14.29,60-69,1470,null
817,6.67,2020-06-18 10:13:40.40,9.91,81,28.93,70-79,1469,null
541,4.41,2020-06-18 10:13:40.40,25.69,139,49.64,80 이상,1468,null
7076,57.73,2020-06-18 10:13:40.40,1.84,130,46.43,여성,1467,null
5181,42.27,2020-06-18 10:13:40.40,2.9,150,53.57,남성,1466,null
174,1.43,2020-06-17 10:15:25.25,0,0,0.00,0-9,1454,null
683,5.6,2020-06-17 10:15:25.25,0,0,0.00,10-19,1453,null
3267,26.78,2020-06-17 10:15:25.25,0,0,0.00,20-29,1452,null
1380,11.31,2020-06-17 10:15:25.25,0.14,2,0.72,30-39,1451,null
1601,13.13,2020-06-17 10:15:25.25,0.19,3,1.08,40-49,1450,null
2189,17.95,2020-06-17 10:15:25.25,0.69,15,5.38,50-59,1449,null
1561,12.8,2020-06-17 10:15:25.25,2.56,40,14.34,60-69,1448,null
810,6.64,2020-06-17 10:15:25.25,10,81,29.03,70-79,1447,null
533,4.37,2020-06-17 10:15:25.25,25.89,138,49.46,80 이상,1446,null
7042,57.73,2020-06-17 10:15:25.25,1.85,130,46.59,여성,1445,null
5156,42.27,2020-06-17 10:15:25.25,2.89,149,53.41,남성,1444,null
172,1.42,2020-06-16 10:19:28.28,0,0,0.00,0-9,1421,null
682,5.61,2020-06-16 10:19:28.28,0,0,0.00,10-19,1420,null
3259,26.81,2020-06-16 10:19:28.28,0,0,0.00,20-29,1419,null
1366,11.24,2020-06-16 10:19:28.28,0.15,2,0.72,30-39,1418,null
1599,13.16,2020-06-16 10:19:28.28,0.19,3,1.08,40-49,1417,null
2182,17.95,2020-06-16 10:19:28.28,0.69,15,5.40,50-59,1416,null
1558,12.82,2020-06-16 10:19:28.28,2.57,40,14.39,60-69,1415,null
805,6.62,2020-06-16 10:19:28.28,10.06,81,29.14,70-79,1414,null
532,4.38,2020-06-16 10:19:28.28,25.75,137,49.28,80 이상,1413,null
7017,57.73,2020-06-16 10:19:28.28,1.85,130,46.76,여성,1412,null
5138,42.27,2020-06-16 10:19:28.28,2.88,148,53.24,남성,1411,null
168,1.39,2020-06-14 10:21:28.28,0,0,0.00,0-9,1399,null
681,5.64,2020-06-14 10:21:28.28,0,0,0.00,10-19,1398,null
3251,26.9,2020-06-14 10:21:28.28,0,0,0.00,20-29,1397,null
1357,11.23,2020-06-14 10:21:28.28,0.15,2,0.72,30-39,1396,null
1584,13.11,2020-06-14 10:21:28.28,0.19,3,1.08,40-49,1395,null
2170,17.96,2020-06-14 10:21:28.28,0.69,15,5.42,50-59,1394,null
1546,12.79,2020-06-14 10:21:28.28,2.59,40,14.44,60-69,1393,null
797,6.59,2020-06-14 10:21:28.28,10.16,81,29.24,70-79,1392,null
531,4.39,2020-06-14 10:21:28.28,25.61,136,49.10,80 이상,1391,null
6988,57.82,2020-06-14 10:21:28.28,1.86,130,46.93,여성,1390,null
5097,42.18,2020-06-14 10:21:28.28,2.88,147,53.07,남성,1389,null
168,1.39,2020-06-13 10:12:41.41,0,0,0.00,0-9,1388,null
681,5.65,2020-06-13 10:12:41.41,0,0,0.00,10-19,1387,null
3243,26.91,2020-06-13 10:12:41.41,0,0,0.00,20-29,1386,null
1354,11.24,2020-06-13 10:12:41.41,0.15,2,0.72,30-39,1385,null
1578,13.09,2020-06-13 10:12:41.41,0.19,3,1.08,40-49,1384,null
2163,17.95,2020-06-13 10:12:41.41,0.69,15,5.42,50-59,1383,null
1538,12.76,2020-06-13 10:12:41.41,2.6,40,14.44,60-69,1382,null
796,6.61,2020-06-13 10:12:41.41,10.18,81,29.24,70-79,1381,null
530,4.4,2020-06-13 10:12:41.41,25.66,136,49.10,80 이상,1380,null
6970,57.84,2020-06-13 10:12:41.41,1.87,130,46.93,여성,1379,null
5081,42.16,2020-06-13 10:12:41.41,2.89,147,53.07,남성,1378,null
168,1.41,2020-06-12 10:24:11.11,0,0,0.00,0-9,1366,null
681,5.67,2020-06-12 10:24:11.11,0,0,0.00,10-19,1365,null
3232,26.93,2020-06-12 10:24:11.11,0,0,0.00,20-29,1364,null
1353,11.27,2020-06-12 10:24:11.11,0.15,2,0.72,30-39,1363,null
1575,13.12,2020-06-12 10:24:11.11,0.19,3,1.09,40-49,1362,null
2154,17.95,2020-06-12 10:24:11.11,0.7,15,5.43,50-59,1361,null
1530,12.75,2020-06-12 10:24:11.11,2.57,39,14.13,60-69,1360,null
789,6.57,2020-06-12 10:24:11.11,10.29,81,29.35,70-79,1359,null
520,4.33,2020-06-12 10:24:11.11,26.2,136,49.28,80 이상,1358,null
6941,57.83,2020-06-12 10:24:11.11,1.86,129,46.74,여성,1357,null
5061,42.17,2020-06-12 10:24:11.11,2.92,147,53.26,남성,1356,null
168,1.41,2020-06-11 10:31:14.14,0,0,0.00,0-9,1344,null
677,5.67,2020-06-11 10:31:14.14,0,0,0.00,10-19,1343,null
3223,26.98,2020-06-11 10:31:14.14,0,0,0.00,20-29,1342,null
1345,11.26,2020-06-11 10:31:14.14,0.15,2,0.72,30-39,1341,null
1574,13.17,2020-06-11 10:31:14.14,0.19,3,1.09,40-49,1340,null
2137,17.89,2020-06-11 10:31:14.14,0.7,15,5.43,50-59,1339,null
1517,12.7,2020-06-11 10:31:14.14,2.57,39,14.13,60-69,1338,null
787,6.59,2020-06-11 10:31:14.14,10.29,81,29.35,70-79,1337,null
519,4.34,2020-06-11 10:31:14.14,26.2,136,49.28,80 이상,1336,null
6917,57.9,2020-06-11 10:31:14.14,1.86,129,46.74,여성,1335,null
5030,42.1,2020-06-11 10:31:14.14,2.92,147,53.26,남성,1334,null
167,1.4,2020-06-10 10:15:03.03,0,0,0.00,0-9,1322,null
674,5.66,2020-06-10 10:15:03.03,0,0,0.00,10-19,1321,null
3217,27.03,2020-06-10 10:15:03.03,0,0,0.00,20-29,1320,null
1335,11.22,2020-06-10 10:15:03.03,0.15,2,0.72,30-39,1319,null
1569,13.18,2020-06-10 10:15:03.03,0.19,3,1.09,40-49,1318,null
2128,17.88,2020-06-10 10:15:03.03,0.7,15,5.43,50-59,1317,null
1512,12.7,2020-06-10 10:15:03.03,2.58,39,14.13,60-69,1316,null
782,6.57,2020-06-10 10:15:03.03,10.36,81,29.35,70-79,1315,null
518,4.35,2020-06-10 10:15:03.03,26.25,136,49.28,80 이상,1314,null
6900,57.97,2020-06-10 10:15:03.03,1.87,129,46.74,여성,1313,null
5002,42.03,2020-06-10 10:15:03.03,2.94,147,53.26,남성,1312,null
166,1.4,2020-06-09 10:09:34.34,0,0,0.00,0-9,1300,null
672,5.67,2020-06-09 10:09:34.34,0,0,0.00,10-19,1299,null
3211,27.09,2020-06-09 10:09:34.34,0,0,0.00,20-29,1298,null
1326,11.19,2020-06-09 10:09:34.34,0.15,2,0.73,30-39,1297,null
1568,13.23,2020-06-09 10:09:34.34,0.19,3,1.09,40-49,1296,null
2121,17.9,2020-06-09 10:09:34.34,0.71,15,5.47,50-59,1295,null
1496,12.62,2020-06-09 10:09:34.34,2.61,39,14.23,60-69,1294,null
775,6.54,2020-06-09 10:09:34.34,10.45,81,29.56,70-79,1293,null
517,4.36,2020-06-09 10:09:34.34,25.92,134,48.91,80 이상,1292,null
6872,57.98,2020-06-09 10:09:34.34,1.86,128,46.72,여성,1291,null
4980,42.02,2020-06-09 10:09:34.34,2.93,146,53.28,남성,1290,null
166,1.41,2020-06-08 10:29:30.30,0,0,0.00,0-9,1278,null
672,5.69,2020-06-08 10:29:30.30,0,0,0.00,10-19,1277,null
3208,27.15,2020-06-08 10:29:30.30,0,0,0.00,20-29,1276,null
1324,11.21,2020-06-08 10:29:30.30,0.15,2,0.73,30-39,1275,null
1564,13.24,2020-06-08 10:29:30.30,0.19,3,1.10,40-49,1274,null
2111,17.87,2020-06-08 10:29:30.30,0.71,15,5.49,50-59,1273,null
1487,12.59,2020-06-08 10:29:30.30,2.62,39,14.29,60-69,1272,null
770,6.52,2020-06-08 10:29:30.30,10.52,81,29.67,70-79,1271,null
512,4.33,2020-06-08 10:29:30.30,25.98,133,48.72,80 이상,1270,null
6852,58,2020-06-08 10:29:30.30,1.87,128,46.89,여성,1269,null
4962,42,2020-06-08 10:29:30.30,2.92,145,53.11,남성,1268,null
165,1.4,2020-06-07 10:22:13.13,0,0,0.00,0-9,1256,null
670,5.69,2020-06-07 10:22:13.13,0,0,0.00,10-19,1255,null
3203,27.2,2020-06-07 10:22:13.13,0,0,0.00,20-29,1254,null
1322,11.23,2020-06-07 10:22:13.13,0.15,2,0.73,30-39,1253,null
1559,13.24,2020-06-07 10:22:13.13,0.19,3,1.10,40-49,1252,null
2105,17.88,2020-06-07 10:22:13.13,0.71,15,5.49,50-59,1251,null
1476,12.53,2020-06-07 10:22:13.13,2.64,39,14.29,60-69,1250,null
767,6.51,2020-06-07 10:22:13.13,10.56,81,29.67,70-79,1249,null
509,4.32,2020-06-07 10:22:13.13,26.13,133,48.72,80 이상,1248,null
6826,57.97,2020-06-07 10:22:13.13,1.88,128,46.89,여성,1247,null
4950,42.03,2020-06-07 10:22:13.13,2.93,145,53.11,남성,1246,null
164,1.4,2020-06-06 10:51:35.35,0,0,0.00,0-9,1245,null
664,5.67,2020-06-06 10:51:35.35,0,0,0.00,10-19,1244,null
3200,27.31,2020-06-06 10:51:35.35,0,0,0.00,20-29,1243,null
1316,11.23,2020-06-06 10:51:35.35,0.15,2,0.73,30-39,1242,null
1551,13.23,2020-06-06 10:51:35.35,0.19,3,1.10,40-49,1241,null
2094,17.87,2020-06-06 10:51:35.35,0.72,15,5.49,50-59,1240,null
1464,12.49,2020-06-06 10:51:35.35,2.66,39,14.29,60-69,1239,null
759,6.48,2020-06-06 10:51:35.35,10.67,81,29.67,70-79,1238,null
507,4.33,2020-06-06 10:51:35.35,26.23,133,48.72,80 이상,1237,null
6799,58.02,2020-06-06 10:51:35.35,1.88,128,46.89,여성,1236,null
4920,41.98,2020-06-06 10:51:35.35,2.95,145,53.11,남성,1235,null
161,1.38,2020-06-05 10:59:14.14,0,0,0.00,0-9,1223,null
663,5.68,2020-06-05 10:59:14.14,0,0,0.00,10-19,1222,null
3198,27.41,2020-06-05 10:59:14.14,0,0,0.00,20-29,1221,null
1310,11.23,2020-06-05 10:59:14.14,0.15,2,0.73,30-39,1220,null
1540,13.2,2020-06-05 10:59:14.14,0.19,3,1.10,40-49,1219,null
2086,17.88,2020-06-05 10:59:14.14,0.72,15,5.49,50-59,1218,null
1455,12.47,2020-06-05 10:59:14.14,2.68,39,14.29,60-69,1217,null
751,6.44,2020-06-05 10:59:14.14,10.79,81,29.67,70-79,1216,null
504,4.32,2020-06-05 10:59:14.14,26.39,133,48.72,80 이상,1215,null
6775,58.06,2020-06-05 10:59:14.14,1.89,128,46.89,여성,1214,null
4893,41.94,2020-06-05 10:59:14.14,2.96,145,53.11,남성,1213,null
160,1.38,2020-06-04 10:31:44.44,0,0,0.00,0-9,1201,null
661,5.68,2020-06-04 10:31:44.44,0,0,0.00,10-19,1200,null
3193,27.46,2020-06-04 10:31:44.44,0,0,0.00,20-29,1199,null
1308,11.25,2020-06-04 10:31:44.44,0.15,2,0.73,30-39,1198,null
1537,13.22,2020-06-04 10:31:44.44,0.2,3,1.10,40-49,1197,null
2079,17.88,2020-06-04 10:31:44.44,0.72,15,5.49,50-59,1196,null
1445,12.43,2020-06-04 10:31:44.44,2.7,39,14.29,60-69,1195,null
744,6.4,2020-06-04 10:31:44.44,10.89,81,29.67,70-79,1194,null
502,4.32,2020-06-04 10:31:44.44,26.49,133,48.72,80 이상,1193,null
6757,58.1,2020-06-04 10:31:44.44,1.89,128,46.89,여성,1192,null
4872,41.9,2020-06-04 10:31:44.44,2.98,145,53.11,남성,1191,null
159,1.37,2020-06-03 10:26:41.41,0,0,0.00,0-9,1179,null
661,5.7,2020-06-03 10:26:41.41,0,0,0.00,10-19,1178,null
3188,27.51,2020-06-03 10:26:41.41,0,0,0.00,20-29,1177,null
1305,11.26,2020-06-03 10:26:41.41,0.15,2,0.73,30-39,1176,null
1534,13.24,2020-06-03 10:26:41.41,0.2,3,1.10,40-49,1175,null
2070,17.86,2020-06-03 10:26:41.41,0.72,15,5.49,50-59,1174,null
1436,12.39,2020-06-03 10:26:41.41,2.72,39,14.29,60-69,1173,null
738,6.37,2020-06-03 10:26:41.41,10.98,81,29.67,70-79,1172,null
499,4.31,2020-06-03 10:26:41.41,26.65,133,48.72,80 이상,1171,null
6738,58.14,2020-06-03 10:26:41.41,1.9,128,46.89,여성,1170,null
4852,41.86,2020-06-03 10:26:41.41,2.99,145,53.11,남성,1169,null
158,1.37,2020-06-02 10:16:34.34,0,0,0.00,0-9,1157,null
659,5.71,2020-06-02 10:16:34.34,0,0,0.00,10-19,1156,null
3183,27.58,2020-06-02 10:16:34.34,0,0,0.00,20-29,1155,null
1299,11.26,2020-06-02 10:16:34.34,0.15,2,0.74,30-39,1154,null
1529,13.25,2020-06-02 10:16:34.34,0.2,3,1.10,40-49,1153,null
2061,17.86,2020-06-02 10:16:34.34,0.73,15,5.51,50-59,1152,null
1421,12.31,2020-06-02 10:16:34.34,2.74,39,14.34,60-69,1151,null
732,6.34,2020-06-02 10:16:34.34,10.93,80,29.41,70-79,1150,null
499,4.32,2020-06-02 10:16:34.34,26.65,133,48.90,80 이상,1149,null
6712,58.16,2020-06-02 10:16:34.34,1.91,128,47.06,여성,1148,null
4829,41.84,2020-06-02 10:16:34.34,2.98,144,52.94,남성,1147,null
157,1.37,2020-05-31 10:25:25.25,0,0,0.00,0-9,1124,null
655,5.71,2020-05-31 10:25:25.25,0,0,0.00,10-19,1123,null
3176,27.69,2020-05-31 10:25:25.25,0,0,0.00,20-29,1122,null
1292,11.27,2020-05-31 10:25:25.25,0.15,2,0.74,30-39,1121,null
1521,13.26,2020-05-31 10:25:25.25,0.2,3,1.11,40-49,1120,null
2039,17.78,2020-05-31 10:25:25.25,0.74,15,5.56,50-59,1119,null
1405,12.25,2020-05-31 10:25:25.25,2.78,39,14.44,60-69,1118,null
725,6.32,2020-05-31 10:25:25.25,11.03,80,29.63,70-79,1117,null
498,4.34,2020-05-31 10:25:25.25,26.31,131,48.52,80 이상,1116,null
6673,58.19,2020-05-31 10:25:25.25,1.9,127,47.04,여성,1115,null
4795,41.81,2020-05-31 10:25:25.25,2.98,143,52.96,남성,1114,null
157,1.37,2020-05-30 10:13:15.15,0,0,0.00,0-9,1102,null
655,5.73,2020-05-30 10:13:15.15,0,0,0.00,10-19,1101,null
3167,27.68,2020-05-30 10:13:15.15,0,0,0.00,20-29,1100,null
1285,11.23,2020-05-30 10:13:15.15,0.16,2,0.74,30-39,1099,null
1517,13.26,2020-05-30 10:13:15.15,0.2,3,1.12,40-49,1098,null
2033,17.77,2020-05-30 10:13:15.15,0.74,15,5.58,50-59,1097,null
1404,12.27,2020-05-30 10:13:15.15,2.78,39,14.50,60-69,1096,null
725,6.34,2020-05-30 10:13:15.15,10.9,79,29.37,70-79,1095,null
498,4.35,2020-05-30 10:13:15.15,26.31,131,48.70,80 이상,1094,null
6661,58.22,2020-05-30 10:13:15.15,1.91,127,47.21,여성,1093,null
4780,41.78,2020-05-30 10:13:15.15,2.97,142,52.79,남성,1092,null
156,1.37,2020-05-29 10:11:45.45,0,0,0.00,0-9,1080,null
650,5.7,2020-05-29 10:11:45.45,0,0,0.00,10-19,1079,null
3158,27.7,2020-05-29 10:11:45.45,0,0,0.00,20-29,1078,null
1283,11.25,2020-05-29 10:11:45.45,0.16,2,0.74,30-39,1077,null
1513,13.27,2020-05-29 10:11:45.45,0.2,3,1.12,40-49,1076,null
2023,17.74,2020-05-29 10:11:45.45,0.74,15,5.58,50-59,1075,null
1400,12.28,2020-05-29 10:11:45.45,2.79,39,14.50,60-69,1074,null
724,6.35,2020-05-29 10:11:45.45,10.91,79,29.37,70-79,1073,null
495,4.34,2020-05-29 10:11:45.45,26.46,131,48.70,80 이상,1072,null
6643,58.26,2020-05-29 10:11:45.45,1.91,127,47.21,여성,1071,null
4759,41.74,2020-05-29 10:11:45.45,2.98,142,52.79,남성,1070,null
155,1.37,2020-05-28 10:12:20.20,0,0,0.00,0-9,1058,null
644,5.68,2020-05-28 10:12:20.20,0,0,0.00,10-19,1057,null
3146,27.73,2020-05-28 10:12:20.20,0,0,0.00,20-29,1056,null
1274,11.23,2020-05-28 10:12:20.20,0.16,2,0.74,30-39,1055,null
1503,13.25,2020-05-28 10:12:20.20,0.2,3,1.12,40-49,1054,null
2014,17.75,2020-05-28 10:12:20.20,0.74,15,5.58,50-59,1053,null
1392,12.27,2020-05-28 10:12:20.20,2.8,39,14.50,60-69,1052,null
724,6.38,2020-05-28 10:12:20.20,10.91,79,29.37,70-79,1051,null
492,4.34,2020-05-28 10:12:20.20,26.63,131,48.70,80 이상,1050,null
6617,58.33,2020-05-28 10:12:20.20,1.92,127,47.21,여성,1049,null
4727,41.67,2020-05-28 10:12:20.20,3,142,52.79,남성,1048,null
153,1.36,2020-05-27 10:17:24.24,0,0,0.00,0-9,1036,null
640,5.68,2020-05-27 10:17:24.24,0,0,0.00,10-19,1035,null
3131,27.79,2020-05-27 10:17:24.24,0,0,0.00,20-29,1034,null
1248,11.08,2020-05-27 10:17:24.24,0.16,2,0.74,30-39,1033,null
1489,13.22,2020-05-27 10:17:24.24,0.2,3,1.12,40-49,1032,null
2002,17.77,2020-05-27 10:17:24.24,0.75,15,5.58,50-59,1031,null
1386,12.3,2020-05-27 10:17:24.24,2.81,39,14.50,60-69,1030,null
724,6.43,2020-05-27 10:17:24.24,10.91,79,29.37,70-79,1029,null
492,4.37,2020-05-27 10:17:24.24,26.63,131,48.70,80 이상,1028,null
6585,58.46,2020-05-27 10:17:24.24,1.93,127,47.21,여성,1027,null
4680,41.54,2020-05-27 10:17:24.24,3.03,142,52.79,남성,1026,null
150,1.34,2020-05-26 10:14:52.52,0,0,0.00,0-9,1014,null
638,5.68,2020-05-26 10:14:52.52,0,0,0.00,10-19,1013,null
3123,27.82,2020-05-26 10:14:52.52,0,0,0.00,20-29,1012,null
1242,11.06,2020-05-26 10:14:52.52,0.16,2,0.74,30-39,1011,null
1486,13.24,2020-05-26 10:14:52.52,0.2,3,1.12,40-49,1010,null
1996,17.78,2020-05-26 10:14:52.52,0.75,15,5.58,50-59,1009,null
1378,12.28,2020-05-26 10:14:52.52,2.83,39,14.50,60-69,1008,null
721,6.42,2020-05-26 10:14:52.52,10.96,79,29.37,70-79,1007,null
491,4.37,2020-05-26 10:14:52.52,26.68,131,48.70,80 이상,1006,null
6561,58.45,2020-05-26 10:14:52.52,1.94,127,47.21,여성,1005,null
4664,41.55,2020-05-26 10:14:52.52,3.04,142,52.79,남성,1004,null
149,1.33,2020-05-25 10:28:41.41,0,0,0.00,0-9,992,null
637,5.68,2020-05-25 10:28:41.41,0,0,0.00,10-19,991,null
3120,27.84,2020-05-25 10:28:41.41,0,0,0.00,20-29,990,null
1238,11.05,2020-05-25 10:28:41.41,0.16,2,0.75,30-39,989,null
1483,13.23,2020-05-25 10:28:41.41,0.2,3,1.12,40-49,988,null
1992,17.78,2020-05-25 10:28:41.41,0.75,15,5.62,50-59,987,null
1377,12.29,2020-05-25 10:28:41.41,2.83,39,14.61,60-69,986,null
719,6.42,2020-05-25 10:28:41.41,10.99,79,29.59,70-79,985,null
491,4.38,2020-05-25 10:28:41.41,26.27,129,48.31,80 이상,984,null
6555,58.5,2020-05-25 10:28:41.41,1.92,126,47.19,여성,983,null
4651,41.5,2020-05-25 10:28:41.41,3.03,141,52.81,남성,982,null
149,1.33,2020-05-24 10:27:28.28,0,0,0.00,0-9,970,null
636,5.68,2020-05-24 10:27:28.28,0,0,0.00,10-19,969,null
3117,27.86,2020-05-24 10:27:28.28,0,0,0.00,20-29,968,null
1235,11.04,2020-05-24 10:27:28.28,0.16,2,0.75,30-39,967,null
1481,13.24,2020-05-24 10:27:28.28,0.2,3,1.13,40-49,966,null
1987,17.76,2020-05-24 10:27:28.28,0.75,15,5.64,50-59,965,null
1375,12.29,2020-05-24 10:27:28.28,2.84,39,14.66,60-69,964,null
719,6.43,2020-05-24 10:27:28.28,10.85,78,29.32,70-79,963,null
491,4.39,2020-05-24 10:27:28.28,26.27,129,48.50,80 이상,962,null
6547,58.51,2020-05-24 10:27:28.28,1.92,126,47.37,여성,961,null
4643,41.49,2020-05-24 10:27:28.28,3.02,140,52.63,남성,960,null
149,1.33,2020-05-23 10:35:40.40,0,0,0.00,0-9,948,null
634,5.68,2020-05-23 10:35:40.40,0,0,0.00,10-19,947,null
3113,27.88,2020-05-23 10:35:40.40,0,0,0.00,20-29,946,null
1231,11.03,2020-05-23 10:35:40.40,0.16,2,0.75,30-39,945,null
1474,13.2,2020-05-23 10:35:40.40,0.2,3,1.13,40-49,944,null
1983,17.76,2020-05-23 10:35:40.40,0.76,15,5.64,50-59,943,null
1372,12.29,2020-05-23 10:35:40.40,2.84,39,14.66,60-69,942,null
718,6.43,2020-05-23 10:35:40.40,10.86,78,29.32,70-79,941,null
491,4.4,2020-05-23 10:35:40.40,26.27,129,48.50,80 이상,940,null
6537,58.55,2020-05-23 10:35:40.40,1.93,126,47.37,여성,939,null
4628,41.45,2020-05-23 10:35:40.40,3.03,140,52.63,남성,938,null
148,1.33,2020-05-21 10:25:15.15,0,0,0.00,0-9,915,null
631,5.67,2020-05-21 10:25:15.15,0,0,0.00,10-19,914,null
3103,27.9,2020-05-21 10:25:15.15,0,0,0.00,20-29,913,null
1221,10.98,2020-05-21 10:25:15.15,0.16,2,0.76,30-39,912,null
1471,13.23,2020-05-21 10:25:15.15,0.2,3,1.14,40-49,911,null
1972,17.73,2020-05-21 10:25:15.15,0.76,15,5.68,50-59,910,null
1369,12.31,2020-05-21 10:25:15.15,2.78,38,14.39,60-69,909,null
717,6.45,2020-05-21 10:25:15.15,10.88,78,29.55,70-79,908,null
490,4.41,2020-05-21 10:25:15.15,26.12,128,48.48,80 이상,907,null
6521,58.63,2020-05-21 10:25:15.15,1.93,126,47.73,여성,906,null
4601,41.37,2020-05-21 10:25:15.15,3,138,52.27,남성,905,null
148,1.33,2020-05-20 10:14:09.09,0,0,0.00,0-9,893,null
627,5.64,2020-05-20 10:14:09.09,0,0,0.00,10-19,892,null
3100,27.9,2020-05-20 10:14:09.09,0,0,0.00,20-29,891,null
1219,10.97,2020-05-20 10:14:09.09,0.16,2,0.76,30-39,890,null
1468,13.21,2020-05-20 10:14:09.09,0.2,3,1.14,40-49,889,null
1972,17.75,2020-05-20 10:14:09.09,0.76,15,5.70,50-59,888,null
1369,12.32,2020-05-20 10:14:09.09,2.78,38,14.45,60-69,887,null
717,6.45,2020-05-20 10:14:09.09,10.88,78,29.66,70-79,886,null
490,4.41,2020-05-20 10:14:09.09,25.92,127,48.29,80 이상,885,null
6518,58.67,2020-05-20 10:14:09.09,1.93,126,47.91,여성,884,null
4592,41.33,2020-05-20 10:14:09.09,2.98,137,52.09,남성,883,null
148,1.34,2020-05-19 10:24:05.05,0,0,0.00,0-9,871,null
621,5.61,2020-05-19 10:24:05.05,0,0,0.00,10-19,870,null
3087,27.87,2020-05-19 10:24:05.05,0,0,0.00,20-29,869,null
1215,10.97,2020-05-19 10:24:05.05,0.16,2,0.76,30-39,868,null
1462,13.2,2020-05-19 10:24:05.05,0.21,3,1.14,40-49,867,null
1971,17.79,2020-05-19 10:24:05.05,0.76,15,5.70,50-59,866,null
1368,12.35,2020-05-19 10:24:05.05,2.78,38,14.45,60-69,865,null
716,6.46,2020-05-19 10:24:05.05,10.89,78,29.66,70-79,864,null
490,4.42,2020-05-19 10:24:05.05,25.92,127,48.29,80 이상,863,null
6509,58.76,2020-05-19 10:24:05.05,1.94,126,47.91,여성,862,null
4569,41.24,2020-05-19 10:24:05.05,3,137,52.09,남성,861,null
147,1.33,2020-05-18 10:19:42.42,0,0,0.00,0-9,849,null
621,5.61,2020-05-18 10:19:42.42,0,0,0.00,10-19,848,null
3082,27.85,2020-05-18 10:19:42.42,0,0,0.00,20-29,847,null
1215,10.98,2020-05-18 10:19:42.42,0.16,2,0.76,30-39,846,null
1462,13.21,2020-05-18 10:19:42.42,0.21,3,1.14,40-49,845,null
